bin,case,status_group,zip,in_outbreak_zip,community_board,nta,lat,lon,n_towers,n_active_towers,reg_age_days,n_samples,never_sampled,days_since_last_sample,n_samples_12mo,n_samples_24mo,median_gap_days,max_gap_days,overdue_90d,n_inspections,n_violations,n_citations,ever_violation,n_violation_types,days_since_last_inspection
1084848,0,,10044,0,,MN31,40.763943,-73.948176,1,1,3958,2,0,13,2,2,28,28,0,29,21,5,1,3,269
1034346,0,,10036,0,,MN17,40.757185,-73.980826,1,1,3969,5,0,8,5,5,84.5,87,0,21,13,9,1,3,167
1085748,0,,10007,0,101,MN27,40.71446,-74.002503,1,1,2933,2,0,28,2,2,23,23,0,27,16,0,1,3,342
1059927,0,,10027,0,,MN06,40.818351,-73.957856,1,1,3942,2,0,240,2,2,90,90,1,10,3,2,1,2,478
1085727,0,,10019,0,104,MN15,40.762388,-73.986333,2,2,387,5,0,9,5,5,87.5,88,0,2,0,0,0,0,358
1089424,0,,10001,0,104,MN13,40.750191,-74.004248,1,1,3142,6,0,24,6,6,78,86,0,8,4,4,1,2,853
1001025,0,,10005,0,,MN25,40.707627,-74.010763,2,2,3970,6,0,27,6,6,29,88,0,16,0,0,0,0,538
1000802,0,,10006,0,,MN25,40.706147,-74.013598,1,2,3972,5,0,15,5,5,76.0,86,0,27,21,16,1,3,468
1087662,0,,10013,0,102,MN24,40.718355,-73.996793,1,1,3242,2,0,28,2,2,240,240,0,50,46,29,1,3,248
1028829,0,,10023,0,107,MN14,40.771602,-73.984652,1,1,3725,10,0,22,10,10,21,85,0,20,11,7,1,3,757
1028837,0,,10023,0,,MN14,40.774859,-73.98376,1,1,3962,1,0,36,1,1,,,0,31,27,18,1,3,1107
1042850,0,,10021,0,108,MN40,40.770079,-73.961381,1,1,3941,2,0,226,2,2,84,84,1,18,12,10,1,3,139
1083796,0,,10036,0,104,MN15,40.763676,-73.99622,2,2,2282,7,0,29,7,7,42.0,90,0,27,10,10,1,2,272
1027365,0,,10023,0,,MN14,40.77073,-73.983133,1,1,3964,5,0,6,5,5,35.5,234,0,22,18,13,1,3,679
1041317,0,,10021,0,,MN40,40.770224,-73.966204,1,1,3942,1,0,21,1,1,,,0,23,17,14,1,3,139
1035776,0,,10022,0,105,MN17,40.762128,-73.974561,3,4,3704,11,0,15,11,11,21.0,85,0,63,43,26,1,3,163
1015253,0,,10018,0,105,MN17,40.752977,-73.989165,2,3,3958,9,0,2,9,9,33.5,90,0,146,133,92,1,3,195
1050547,1,C_added_complete,10028,1,108,MN32,40.776851,-73.949307,2,2,3954,7,0,14,7,7,18.5,232,0,39,35,23,1,3,737
1077854,0,,10028,1,,MN32,40.779143,-73.953335,1,1,3962,7,0,17,7,7,45.0,87,0,22,16,12,1,3,819
1014402,0,,10122,0,105,MN17,40.75155,-73.991937,1,1,3949,6,0,15,6,6,77,122,0,10,3,2,1,2,848
1082757,0,,10007,0,101,MN24,40.713257,-74.007063,2,4,3977,3,0,29,3,3,13.5,15,0,21,9,0,1,3,331
1087488,0,,10013,0,102,MN24,40.721722,-74.004308,1,1,3941,7,0,28,7,7,42.0,85,0,25,18,12,1,3,958
1001835,0,,10013,0,101,MN24,40.716453,-74.0032,1,1,2473,6,0,15,6,6,78,89,0,6,0,0,0,0,869
1090732,0,,10017,0,106,MN19,40.74906,-73.972506,1,2,458,3,0,9,3,3,13.0,19,0,1,0,0,0,0,406
1085785,0,,10023,0,,MN14,40.775065,-73.988425,2,2,3957,6,0,21,6,6,83,90,0,49,29,17,1,3,122
1077806,0,,10004,0,101,MN25,40.703604,-74.010932,1,1,3963,5,0,7,5,5,52.0,226,0,19,13,11,1,3,365
1022661,0,,10036,0,,MN17,40.758593,-73.984468,1,1,3898,2,0,77,2,2,175,175,0,25,18,13,1,3,1080
1090264,0,,10009,0,103,MN22,40.729823,-73.978954,1,1,3033,6,0,28,6,6,83,90,0,19,14,10,1,3,988
1000804,0,,10006,0,,MN25,40.706542,-74.013266,1,1,3970,5,0,9,5,5,60.5,166,0,17,7,5,1,3,903
1018187,0,,10016,0,106,MN21,40.742386,-73.98188,1,1,3460,2,0,7,2,2,28,28,0,24,18,9,1,3,415
1015294,0,,10011,0,105,MN13,40.737134,-73.994212,1,1,3943,4,0,10,4,4,27,263,0,44,36,23,1,3,1071
1035727,0,,10022,0,,MN17,40.760077,-73.974447,2,4,3958,7,0,7,7,7,56.0,85,0,33,21,9,1,3,465
1076195,0,,10019,0,105,MN17,40.760368,-73.985189,2,2,3948,7,0,2,7,7,50.5,89,0,48,36,27,1,3,198
1038243,0,,,0,,MN19,40.755388,-73.97054,1,2,3961,6,0,6,6,6,76,137,0,19,15,12,1,3,471
1018472,0,,10016,0,105,MN20,40.746062,-73.982071,3,3,3972,13,0,6,13,13,16.5,48,0,78,56,37,1,3,161
1087267,0,,10022,0,105,MN19,40.76236,-73.96854,2,2,3948,8,0,27,8,8,29,69,0,68,58,40,1,3,521
1082746,0,,10022,0,105,MN17,40.758066,-73.976364,1,1,3955,7,0,3,7,7,48.0,90,0,19,13,9,1,3,882
1026333,0,,10036,0,,MN15,40.758556,-73.993676,1,2,3962,6,0,28,6,6,78,87,0,16,8,6,1,2,813
1082878,0,,10009,0,106,MN50,40.731075,-73.981855,2,2,428,3,0,2,3,3,32.0,35,0,2,0,0,0,0,317
1088126,0,,10001,0,,MN13,40.751378,-74.003909,1,1,3954,4,0,13,4,4,77,177,0,24,15,8,1,3,709
1029786,0,,10023,0,,MN14,40.776876,-73.980997,1,1,3955,3,0,15,3,3,31.0,34,0,28,23,13,1,3,475
1016880,0,,10010,0,105,MN13,40.742745,-73.985587,3,5,3947,11,0,27,11,11,38.5,50,0,62,35,22,1,3,128
1043366,0,,10022,0,,MN31,40.761617,-73.965386,1,1,3724,2,0,13,2,2,29,29,0,32,28,19,1,3,196
1087951,0,,10007,0,101,MN24,40.714871,-74.006345,1,1,3955,4,0,24,4,4,55,182,0,25,20,13,1,3,449
1036486,0,,10022,0,106,MN19,40.759357,-73.969484,1,1,3956,4,0,2,4,4,54,192,0,20,13,8,1,3,401
1016163,0,,10003,0,,MN13,40.738535,-73.989506,1,1,3957,6,0,15,6,6,86,88,0,24,17,10,1,3,162
1036076,0,,10022,0,,MN17,40.762942,-73.97241,1,2,3941,6,0,15,6,6,82,86,0,7,1,1,1,1,910
1075632,0,,10011,0,,MN13,40.742982,-73.993724,1,1,3969,1,0,21,1,1,,,0,31,21,12,1,3,1105
1076262,0,,10112,0,105,MN17,40.759599,-73.980627,1,1,3957,5,0,21,5,5,80.5,84,0,13,6,4,1,2,800
1059891,0,,10027,0,,MN09,40.816872,-73.96035,2,2,3942,2,0,293,2,2,32,32,1,18,4,2,1,2,128
1001134,0,,10038,0,101,MN25,40.70678,-74.005114,1,2,3332,4,0,20,4,4,31,189,0,8,0,0,0,0,464
1024727,0,,10036,0,,MN17,40.758627,-73.986197,1,3,3947,5,0,7,5,5,52.5,125,0,15,11,9,1,3,457
1009620,0,,10011,0,102,MN23,40.734766,-73.994523,1,1,3645,5,0,2,5,5,27.5,191,0,11,2,1,1,2,723
1001682,0,,10013,0,103,MN27,40.713757,-73.998669,1,1,3961,5,0,24,5,5,23.0,260,0,22,16,11,1,3,479
1040751,0,,10022,0,,MN40,40.764308,-73.972543,1,1,3772,10,0,10,10,10,21,78,0,26,19,12,1,3,918
1029749,0,,10023,0,107,MN14,40.776611,-73.98094,1,1,3452,5,0,15,5,5,87.0,90,0,18,13,7,1,3,898
1090450,0,,10018,0,105,MN17,40.755431,-73.989536,1,1,2976,5,0,17,5,5,78.0,84,0,8,4,3,1,2,958
1088883,0,,10035,0,111,MN34,40.80293,-73.940585,1,1,3968,4,0,8,4,4,90,194,0,17,6,0,1,2,295
1036195,0,,10017,0,106,MN19,40.753097,-73.972757,3,3,3970,12,0,16,12,12,28,46,0,31,13,9,1,3,154
1002030,0,,10013,0,101,MN24,40.718415,-74.010458,1,1,3964,3,0,17,3,3,31.5,35,0,36,31,21,1,3,1050
1014149,0,,10011,0,,MN13,40.744629,-73.996113,2,2,3521,7,0,15,7,7,42.0,84,0,44,31,22,1,3,482
1088406,0,,10021,0,108,MN31,40.767371,-73.956296,1,1,3954,5,0,14,5,5,42.5,203,0,13,8,6,1,2,498
1030315,0,,10023,0,107,MN14,40.771817,-73.988974,1,1,3944,5,0,3,5,5,34.0,245,0,30,22,15,1,3,1021
1009504,0,,10011,0,102,MN23,40.734324,-73.999033,2,2,3282,6,0,24,6,6,49,88,0,44,27,17,1,3,566
1089438,0,,10036,0,104,MN15,40.760953,-73.998617,1,1,3534,6,0,8,6,6,70,147,0,32,28,22,1,3,633
1066406,0,,10007,0,101,MN24,40.716831,-74.012117,3,3,3955,8,0,22,8,8,32,90,0,108,94,4,1,3,323
1001143,0,,10038,0,101,MN25,40.706069,-74.004202,1,1,3940,3,0,15,3,3,142.5,257,0,51,45,33,1,3,652
1018045,0,,10010,0,106,MN21,40.739304,-73.984256,1,2,3920,2,0,289,2,2,32,32,1,37,30,0,1,3,461
1036528,0,,10022,0,,MN19,40.760125,-73.970094,1,1,3958,5,0,14,5,5,34.0,209,0,26,18,12,1,3,477
1090390,0,,10001,0,104,MN13,40.749585,-74.00471,1,1,2572,6,0,15,6,6,67,89,0,9,2,2,1,2,874
1011692,0,,10014,0,102,MN23,40.739882,-74.004947,1,1,3955,2,0,10,2,2,28,28,0,22,13,8,1,2,419
1034244,0,,10036,0,,MN17,40.756263,-73.980924,1,1,3257,5,0,23,5,5,61.5,87,0,17,8,6,1,3,141
1000876,0,,10005,0,101,MN25,40.705353,-74.00629,4,4,3971,4,0,2,4,4,25,253,0,107,81,54,1,3,559
1084303,0,,10024,0,107,MN12,40.786192,-73.97751,1,2,3944,8,0,29,8,8,58,79,0,21,12,9,1,3,584
1003379,0,,10038,0,,MN27,40.713193,-73.997399,1,1,3964,4,0,14,4,4,31,252,0,20,13,9,1,3,476
1076307,0,,10065,0,108,MN31,40.765155,-73.963514,2,2,3965,13,0,16,13,13,19.0,90,0,41,33,26,1,3,877
1000867,0,,10005,0,101,MN25,40.703566,-74.008036,3,5,3962,10,0,14,10,10,28,83,0,55,38,26,1,3,289
1037555,0,,10017,0,106,MN19,40.75161,-73.973818,1,1,3970,6,0,16,6,6,90,90,0,13,7,7,1,2,868
1013011,0,,10014,0,104,MN13,40.740285,-74.003782,1,1,3940,5,0,10,5,5,48.0,209,0,34,27,19,1,3,482
1042050,0,,10065,0,108,MN40,40.763729,-73.965911,2,2,3963,5,0,19,5,5,32.0,228,0,52,42,31,1,3,539
1032498,0,,10024,0,,MN12,40.79027,-73.970748,2,2,3970,6,0,31,6,6,82,100,0,25,11,7,1,2,540
1080756,0,,10003,0,105,MN13,40.738172,-73.990037,1,1,3381,1,0,23,1,1,,,0,85,82,57,1,3,524
1086247,0,,10069,0,107,MN14,40.776667,-73.989229,1,1,3949,4,0,6,4,4,35,230,0,26,20,13,1,3,1262
1036461,0,,10022,0,106,MN19,40.757209,-73.971827,2,6,3968,8,0,7,8,8,35,90,0,48,32,24,1,3,822
1087119,0,,10036,0,,MN17,40.754754,-73.985006,1,2,3949,6,0,14,6,6,39,179,0,15,8,7,1,3,794
1090584,0,,10014,0,102,MN23,40.730516,-74.010096,2,2,3208,2,0,30,2,2,74,74,0,12,0,0,0,0,1260
1087526,0,,10010,0,105,MN13,40.744507,-73.991617,3,3,3943,5,0,16,5,5,57.0,189,0,92,68,42,1,3,535
1080094,0,,10003,0,102,MN23,40.729965,-73.992196,1,1,3970,2,0,9,2,2,26,26,0,29,25,18,1,3,1009
1009211,0,,10003,0,,MN23,40.733414,-73.990225,1,2,3969,4,0,15,4,4,29,245,0,26,19,15,1,3,1060
1036452,0,,10022,0,,MN19,40.756596,-73.971987,1,1,3968,2,0,9,2,2,278,278,0,32,24,19,1,3,149
1014501,0,,10018,0,105,MN17,40.754461,-73.988103,1,1,3970,6,0,2,6,6,68,99,0,20,14,8,1,3,160
1022708,0,,10020,0,105,MN17,40.760367,-73.981533,2,2,3950,5,0,22,5,5,63.0,84,0,63,41,25,1,3,119
1088494,0,,10038,0,103,MN27,40.713694,-73.997392,1,1,3124,4,0,13,4,4,28,255,0,42,37,27,1,3,295
1088603,0,,10019,0,,MN17,40.761459,-73.985485,2,2,3947,7,0,14,7,7,37.0,171,0,24,12,6,1,2,959
1035342,0,,10017,0,,MN20,40.753153,-73.980733,1,2,3942,5,0,15,5,5,64.0,179,0,35,28,20,1,3,1260
1083226,0,,10024,0,107,MN12,40.789577,-73.969928,1,1,3957,5,0,14,5,5,45.0,213,0,28,22,16,1,3,359
1030071,0,,10023,0,107,MN12,40.77891,-73.977707,1,1,3459,8,0,13,8,8,44,77,0,25,18,13,1,3,178
1046256,0,,10021,0,108,MN31,40.765204,-73.953886,2,2,3975,4,0,24,4,4,13,304,0,42,17,13,1,3,132
1002721,0,,10013,0,101,MN24,40.720589,-74.003579,1,2,3600,5,0,15,5,5,28.5,246,0,26,20,0,1,3,1099
1090375,0,,10002,0,103,MN27,40.722279,-73.988073,1,2,2922,9,0,23,9,9,38.5,65,0,14,7,6,1,3,478
1036153,0,,10017,0,106,MN20,40.751188,-73.975482,2,2,3975,10,0,17,10,10,7,83,0,37,24,17,1,3,184
1001910,0,,10013,0,101,MN24,40.716955,-74.003961,1,1,2954,2,0,2,2,2,316,316,0,28,18,12,1,3,384
1082676,0,,10012,0,102,MN24,40.724681,-73.995028,1,1,3956,7,0,17,7,7,41.5,83,0,22,16,11,1,3,160
1079153,0,,10007,0,101,MN24,40.714015,-74.006442,1,1,3950,6,0,7,6,6,29,89,0,10,3,3,1,2,840
1090553,0,,10028,1,108,MN40,40.777088,-73.957925,1,1,3020,5,0,16,5,5,70.5,90,0,6,0,0,0,0,150
1087848,0,,10282,0,101,MN25,40.716518,-74.014815,1,1,3965,5,0,16,5,5,49.5,153,0,9,2,2,1,2,358
1015575,0,,10010,0,,MN13,40.743001,-73.992339,2,2,3963,2,0,10,2,2,258,258,0,49,37,25,1,3,1058
1027056,0,,10019,0,104,MN15,40.767055,-73.990069,2,10,3949,9,0,15,9,9,28.5,90,0,50,32,18,1,3,156
1035709,0,,10022,0,105,MN17,40.760114,-73.975143,1,1,3963,6,0,10,6,6,77,84,0,15,4,3,1,3,197
1001199,0,,10038,0,101,MN25,40.709234,-74.008,1,1,2950,5,0,30,5,5,84.0,89,0,27,23,17,1,3,150
1076309,0,,10021,0,108,MN31,40.768624,-73.960042,2,2,3572,8,0,8,8,8,23,89,0,32,16,10,1,3,140
1082012,0,,10038,0,101,MN25,40.707365,-74.002882,1,1,3961,5,0,7,5,5,81.5,90,0,44,38,6,1,3,1001
1001589,0,,10013,0,101,MN24,40.715659,-74.008077,1,1,3957,5,0,28,5,5,47.5,197,0,32,27,19,1,3,1067
1046972,1,C_added_complete,10128,1,108,MN40,40.783011,-73.957224,1,1,3957,6,0,21,6,6,29,211,0,37,28,19,1,3,225
1038000,0,,10017,0,,MN19,40.754712,-73.971092,2,4,3962,6,0,15,6,6,69,86,0,61,41,24,1,3,532
1086160,0,,,0,,MN19,40.761576,-73.967631,1,5,3766,7,0,28,7,7,49.0,83,0,12,5,4,1,2,885
1089420,0,,10019,0,,MN17,40.764337,-73.977958,1,2,3961,5,0,10,5,5,64.0,90,0,15,7,6,1,2,902
1035710,0,,10022,0,105,MN17,40.759554,-73.975728,1,1,3947,7,0,17,7,7,53.0,86,0,0,0,0,0,0,
1080442,0,,10017,0,106,MN19,40.75387,-73.968079,1,1,3969,3,0,15,3,3,34.0,39,0,15,8,5,1,3,405
1088355,0,,10013,0,102,MN24,40.721558,-74.001169,1,1,3314,4,0,15,4,4,30,201,0,34,29,20,1,3,692
1001395,0,,10007,0,,MN24,40.712518,-74.008747,2,2,3963,6,0,7,6,6,44,159,0,26,8,6,1,3,797
1002692,0,,10013,0,,MN24,40.719103,-74.000714,1,2,3950,2,0,2,2,2,18,18,0,8,1,1,1,1,479
1037588,0,,10017,0,106,MN19,40.752375,-73.972288,1,1,3962,7,0,21,7,7,49.5,89,0,22,15,12,1,3,463
1017945,0,,10003,0,105,MN21,40.738196,-73.987489,1,1,3074,4,0,35,4,4,84,86,0,36,29,18,1,3,147
1044011,0,,10021,0,108,MN31,40.77091,-73.959312,2,2,3958,7,0,2,7,7,18.5,231,0,39,24,18,1,3,139
1035355,0,,10175,0,105,MN17,40.754171,-73.97982,1,1,3965,6,0,29,6,6,78,88,0,13,5,3,1,3,566
1038040,0,,10017,0,,MN19,40.754199,-73.969425,1,1,3929,5,0,27,5,5,60.0,152,0,12,5,4,1,3,393
1090777,0,,10019,0,105,MN17,40.761415,-73.978204,1,4,2572,7,0,17,7,7,53.5,84,0,8,0,0,0,0,114
1035794,0,,10022,0,,MN17,40.762311,-73.973894,2,2,3956,7,0,22,7,7,49.0,86,0,45,33,24,1,3,160
1024711,0,,10036,0,,MN17,40.758709,-73.988308,1,1,3969,6,0,21,6,6,66,85,0,23,23,16,1,2,758
1079922,0,,10012,0,102,MN24,40.72231,-73.999398,1,1,3937,5,0,15,5,5,55.0,181,0,24,18,16,1,3,741
1041901,0,,10022,0,108,MN40,40.762654,-73.969179,1,2,3167,6,0,14,6,6,78,84,0,19,10,6,1,2,856
1087746,0,,10011,0,104,MN13,40.746208,-74.008055,1,1,3929,5,0,24,5,5,68.5,85,0,23,17,11,1,3,868
1016154,0,,10003,0,105,MN13,40.738366,-73.989972,1,1,2257,6,0,27,6,6,78,83,0,7,0,0,0,0,850
1001230,0,,10007,0,,MN24,40.712735,-74.010641,1,1,3969,6,0,2,6,6,90,90,0,16,6,0,1,2,574
1088827,0,,10013,0,102,MN24,40.724275,-74.00784,2,2,3230,3,0,3,3,3,50.5,73,0,82,72,46,1,3,127
1034508,0,,10020,0,105,MN17,40.757817,-73.977732,1,2,3961,7,0,23,7,7,46.5,90,0,27,20,13,1,2,909
1020600,0,,10010,0,106,MN20,40.73781,-73.978656,2,2,3941,5,0,8,5,5,42.0,154,0,23,12,8,1,3,413
1044821,0,,10021,0,,MN31,40.766187,-73.957578,1,1,3949,8,0,23,8,8,38,77,0,11,4,1,1,2,135
1080484,0,,10021,0,,MN31,40.768171,-73.956151,1,1,3943,2,0,28,2,2,296,296,0,11,4,2,1,2,412
1014674,0,,10011,0,104,MN13,40.739616,-73.996261,1,1,3228,6,0,27,6,6,51,89,0,69,64,43,1,3,1197
1091010,0,,10017,0,105,MN17,40.755634,-73.975109,1,1,409,7,0,2,7,7,60.0,84,0,1,0,0,0,0,273
1012535,0,,10014,0,104,MN13,40.741079,-74.005666,1,1,3955,7,0,14,7,7,58.5,85,0,21,16,11,1,3,629
1043872,0,,10065,0,,MN31,40.76612,-73.962849,1,2,3962,6,0,30,6,6,74,90,0,18,10,5,1,3,167
1015816,0,,10001,0,105,MN17,40.746674,-73.985856,1,1,3961,4,0,135,4,4,86,89,1,20,11,7,1,3,840
1027087,0,,10036,0,,MN15,40.762121,-74.000307,1,1,3950,2,0,14,2,2,6,6,0,0,0,0,0,0,
1090378,0,,10018,0,04,MN13,40.753936,-73.994203,1,2,2680,5,0,24,5,5,82.5,89,0,21,19,12,1,3,800
1063861,0,,10040,0,,MN35,40.854639,-73.927096,1,2,3970,5,0,7,5,5,22.5,244,0,8,2,1,1,2,1262
1001417,0,,10007,0,101,MN24,40.714174,-74.012845,1,1,694,1,0,28,1,1,,,0,106,105,72,1,3,605
1064259,0,,10033,0,112,MN36,40.848609,-73.937447,1,1,3636,1,0,21,1,1,,,0,0,0,0,0,0,
1001088,0,,10038,0,101,MN25,40.709593,-74.01015,1,1,3944,7,0,7,7,7,30.0,89,0,10,2,2,1,1,175
1006616,0,,10003,0,,MN22,40.727674,-73.989757,1,2,3950,4,0,16,4,4,84,163,0,10,2,1,1,2,918
1089738,0,,10013,0,,MN24,40.723988,-74.005816,1,1,2816,6,0,17,6,6,70,99,0,7,0,0,0,0,912
1000021,0,,10004,0,,MN25,40.703347,-74.01373,2,2,3949,5,0,13,5,5,41.5,171,0,24,13,11,1,3,161
1009722,0,,10011,0,102,MN23,40.736039,-73.995839,1,1,3950,4,0,24,4,4,90,161,0,11,4,3,1,3,1175
1085962,0,,10036,0,104,MN13,40.760877,-73.998477,1,1,3950,4,0,7,4,4,51,217,0,13,7,4,1,2,429
1004357,0,,10009,0,103,MN28,40.721427,-73.980053,1,1,3961,3,0,28,3,3,152.0,277,0,34,31,0,1,3,146
1078337,0,,10065,0,108,MN40,40.769713,-73.968497,1,1,3964,3,0,255,3,3,35.0,50,1,15,10,6,1,2,931
1036152,0,,10168,0,105,MN20,40.751594,-73.97645,4,4,3968,5,0,23,5,5,28.5,181,0,61,25,20,1,3,421
1019647,0,,10010,0,106,MN21,40.737877,-73.982982,1,1,3004,5,0,10,5,5,30.0,240,0,10,4,2,1,3,1064
1001866,0,,10013,0,,MN24,40.717714,-74.002814,1,1,3913,2,0,15,2,2,26,26,0,38,36,27,1,3,490
1080754,0,,10003,0,105,MN13,40.737669,-73.989817,1,1,3515,2,0,23,2,2,299,299,0,35,27,22,1,3,1009
1017096,0,,10016,0,,MN17,40.748128,-73.984398,1,1,2276,6,0,3,6,6,34,164,0,21,12,8,1,3,357
1035407,0,,10017,0,,MN17,40.756268,-73.978242,1,1,3976,5,0,21,5,5,77.5,91,0,18,9,7,1,3,192
1080924,0,,10036,0,104,MN15,40.758648,-73.995116,1,1,1766,6,0,23,6,6,78,84,0,8,0,0,0,0,204
1080672,0,,10010,0,105,MN13,40.741998,-73.990675,1,3,3969,5,0,27,5,5,77.0,87,0,12,5,3,1,2,875
1046844,0,,10028,1,,MN40,40.781125,-73.960335,1,1,3956,3,0,17,3,3,125.5,245,0,22,14,10,1,3,967
1036061,0,,10022,0,,MN17,40.762349,-73.971829,3,6,3957,3,0,30,3,3,132.0,179,0,111,75,52,1,3,462
1023158,0,,10019,0,105,MN17,40.760746,-73.979818,3,6,3947,16,0,14,16,16,11,55,0,136,99,72,1,3,538
1087538,0,,10019,0,104,MN15,40.763733,-73.985679,1,1,3954,4,0,23,4,4,77,199,0,10,4,2,1,2,374
1044182,0,,10075,1,108,MN31,40.774074,-73.956837,1,1,3964,4,0,16,4,4,55,212,0,25,17,11,1,3,366
1039975,0,,10022,0,106,MN19,40.75847,-73.965434,1,2,3956,7,0,3,7,7,52.0,90,0,15,9,6,1,3,883
1090200,0,,10011,0,104,MN13,40.74702,-74.005699,1,1,2950,7,0,22,7,7,48.5,111,0,5,0,0,0,0,877
1090766,0,,10019,0,104,MN15,40.77115,-73.991328,1,1,3578,4,0,16,4,4,84,186,0,21,10,6,1,3,248
1088683,0,,10018,0,,MN13,40.756176,-73.996358,2,2,3948,5,0,6,5,5,24.5,115,0,54,43,31,1,3,559
1091815,0,,10040,0,112,MN35,40.86232,-73.929552,1,1,741,6,0,14,6,6,85,90,0,0,0,0,0,0,
1074035,0,,10028,1,108,MN32,40.772162,-73.946801,1,1,3220,4,0,15,4,4,34,198,0,21,15,10,1,3,962
1082153,0,,10158,0,106,MN19,40.749069,-73.975682,2,2,3957,5,0,29,5,5,82.5,90,0,19,9,7,1,3,520
1035747,0,,10022,0,,MN17,40.76043,-73.973277,1,1,3971,7,0,6,7,7,37.0,89,0,19,11,9,1,3,111
1001006,0,,10005,0,101,MN25,40.706766,-74.009143,1,1,3971,2,0,20,2,2,248,248,0,39,33,22,1,3,724
1087757,0,,10013,0,101,MN24,40.721557,-74.009907,1,1,3949,5,0,15,5,5,34.5,241,0,20,17,10,1,3,400
1089741,0,,10069,0,7,MN14,40.772955,-73.992505,1,2,2614,7,0,8,7,7,59.5,90,0,8,1,1,1,1,836
1089507,0,,,0,,MN19,40.757656,-73.96607,1,1,3966,7,0,2,7,7,27.0,182,0,33,27,17,1,3,846
1036185,0,,10169,0,105,MN19,40.754501,-73.97595,2,9,3970,6,0,21,6,6,30,90,0,20,10,8,1,3,534
1024707,0,,10036,0,105,MN17,40.757914,-73.987421,1,1,3489,7,0,8,7,7,67.5,82,0,8,2,1,1,2,140
1035402,0,,10017,0,,MN17,40.756037,-73.978451,1,1,3970,5,0,36,5,5,81.5,112,0,14,5,3,1,3,850
1057343,0,,10025,0,,MN09,40.806414,-73.966677,1,1,3954,2,0,199,2,2,103,103,1,14,8,6,1,3,877
1008796,0,,10003,0,102,MN23,40.729369,-73.993423,3,3,3576,8,0,2,8,8,29,85,0,61,38,25,1,3,566
1080750,0,,10003,0,,MN13,40.738154,-73.990419,1,1,3943,2,0,10,2,2,28,28,0,39,32,19,1,3,471
1011908,0,,10014,0,102,MN23,40.735559,-74.007989,1,1,3948,3,0,30,3,3,119.5,203,0,25,16,10,1,3,461
1082668,0,,10011,0,,MN23,40.734501,-73.999397,1,1,3957,3,0,14,3,3,144.0,271,0,12,4,0,1,2,329
1046037,0,,10075,1,,MN31,40.77182,-73.952214,1,1,3929,6,0,9,6,6,25,189,0,29,23,16,1,3,351
1035437,0,,10017,0,105,MN17,40.756699,-73.976444,2,3,2626,7,0,8,7,7,49.5,85,0,21,13,7,1,3,987
1053499,0,,10027,0,110,MN11,40.807263,-73.94427,1,1,3968,4,0,22,4,4,29,245,0,14,5,2,1,3,338
1000811,0,,10004,0,101,MN25,40.705673,-74.013302,2,2,3964,7,0,16,7,7,13.0,229,0,53,33,23,1,3,288
1035335,0,,10017,0,,MN20,40.752145,-73.978842,10,11,3945,27,0,14,27,27,8.0,47,0,224,151,114,1,3,637
1015937,0,,10018,0,,MN17,40.750068,-73.983383,1,1,3963,2,0,15,2,2,29,29,0,19,13,10,1,3,195
1076265,0,,10019,0,,MN17,40.760574,-73.977591,1,1,3963,5,0,17,5,5,70.0,88,0,19,12,9,1,3,891
1089419,0,,10012,0,02,MN24,40.725084,-73.996316,1,2,2648,4,0,30,4,4,33,254,0,12,4,4,1,2,261
1002854,0,,10013,0,101,MN24,40.722985,-74.008031,1,2,3969,7,0,15,7,7,63.0,84,0,27,19,12,1,3,836
1088870,0,,10023,0,,MN14,40.772789,-73.990405,1,1,3538,1,0,30,1,1,,,0,11,6,6,1,2,181
1089990,0,,10012,0,102,MN24,40.724371,-73.999888,1,2,2906,7,0,2,7,7,50.0,86,0,28,20,16,1,3,678
1082920,0,,10001,0,,MN17,40.74916,-73.985174,1,1,3962,6,0,15,6,6,77,87,0,19,11,6,1,3,840
1000874,0,,10005,0,,MN25,40.705269,-74.005515,1,4,3958,13,0,7,13,13,20.0,91,0,18,7,4,1,3,251
1034532,0,,10019,0,,MN17,40.760994,-73.975865,2,2,2011,8,0,15,8,8,29,78,0,38,29,18,1,3,616
1090803,0,,10033,0,112,MN35,40.847783,-73.931647,1,1,1520,6,0,14,6,6,85,90,0,11,11,11,1,3,594
1077841,0,,10019,0,104,MN15,40.762981,-73.987791,1,1,3964,5,0,30,5,5,50.5,173,0,23,17,12,1,3,1224
1035738,0,,10022,0,105,MN17,40.76075,-73.975569,2,2,3947,6,0,15,6,6,61,89,0,37,22,16,1,3,981
1001162,0,,10038,0,,MN25,40.706861,-74.004371,4,8,3958,10,0,8,10,10,14,86,0,47,20,16,1,3,883
1089237,0,,10016,0,106,MN19,40.744313,-73.971696,1,3,3340,4,0,15,4,4,56,168,0,17,11,6,1,3,1253
1087468,0,,10027,0,,MN09,40.810955,-73.953764,1,1,3965,7,0,14,7,7,54.5,86,0,17,9,6,1,3,338
1001572,0,,10013,0,101,MN24,40.717715,-74.008968,5,11,3957,17,0,7,17,17,16.0,57,0,83,37,23,1,3,288
1087920,0,,10028,1,108,MN32,40.778626,-73.953559,1,1,3958,3,0,22,3,3,132.5,237,0,11,2,1,1,2,477
1015201,0,,10120,0,105,MN17,40.750056,-73.988454,2,2,3957,7,0,29,7,7,39.0,89,0,62,48,34,1,3,198
