bin,case,status_group,zip,in_outbreak_zip,community_board,nta,lat,lon,n_towers,n_active_towers,reg_age_days,n_samples,never_sampled,days_since_last_sample,n_samples_12mo,n_samples_24mo,median_gap_days,max_gap_days,overdue_90d,n_inspections,n_violations,n_citations,ever_violation,n_violation_types,days_since_last_inspection
1007638,0,,10012,0,102,MN24,40.724588,-74.00075,1,1,3963,5,0,16,5,5,62.0,168,0,44,38,26,1,3,946
1087513,0,,,0,,MN19,40.756394,-73.966944,1,1,3955,6,0,50,6,6,44,74,0,21,8,5,1,3,597
1000808,0,,10006,0,101,MN25,40.706988,-74.012335,1,1,3971,6,0,24,6,6,83,85,0,17,10,7,1,3,911
1042429,0,,10065,0,108,MN40,40.765548,-73.964402,1,1,3958,3,0,21,3,3,133.5,237,0,27,22,15,1,3,168
1089376,0,,10019,0,105,MN17,40.760965,-73.977172,1,1,3955,4,0,29,4,4,84,89,0,15,8,8,1,2,779
1070721,0,,10023,0,,MN14,40.776786,-73.984308,1,1,3955,4,0,2,4,4,28,245,0,21,15,9,1,3,491
1080966,0,,10019,0,,MN15,40.764419,-73.993693,1,1,3956,5,0,16,5,5,74.0,84,0,26,20,15,1,3,923
1041883,1,D_added_by0716,10075,1,108,MN40,40.776101,-73.962266,1,1,3945,2,0,30,2,2,29,29,0,27,23,18,1,3,415
1090201,0,,10001,0,104,MN13,40.751212,-74.002786,1,1,3005,3,0,28,3,3,24.5,28,0,19,8,7,1,3,248
1009723,0,,10013,0,102,MN24,40.724651,-74.007753,1,2,3957,6,0,16,6,6,82,85,0,10,2,1,1,2,896
1087152,0,,10003,0,102,MN23,40.729806,-73.9912,1,1,3957,3,0,8,3,3,83.0,138,0,24,13,9,1,3,176
1017206,0,,10016,0,106,MN20,40.74913,-73.979857,1,1,3530,5,0,17,5,5,60.5,187,0,17,11,10,1,3,696
1084587,0,,10282,0,101,MN25,40.717692,-74.01399,1,1,3958,2,0,8,2,2,29,29,0,38,28,0,1,3,296
1036150,0,,10017,0,105,MN20,40.750639,-73.976641,1,1,3970,6,0,16,6,6,90,90,0,8,2,0,1,1,1254
1014254,0,,10001,0,105,MN17,40.747762,-73.99459,1,2,1135,4,0,27,4,4,58,175,0,2,0,0,0,0,1050
1089677,0,,10011,0,,MN13,40.737561,-73.994602,2,2,3947,11,0,23,11,11,12.0,77,0,59,51,38,1,3,584
1022569,0,,10018,0,105,MN17,40.7547,-73.986753,3,3,3958,8,0,14,8,8,46,84,0,50,31,25,1,3,407
1090494,0,,10010,0,106,MN20,40.738387,-73.977454,1,1,3943,6,0,8,6,6,56,83,0,21,13,9,1,3,819
1024838,0,,10019,0,,MN17,40.763795,-73.983199,1,3,3965,7,0,2,7,7,50.5,86,0,15,6,3,1,3,175
1036205,0,,10167,0,105,MN19,40.754819,-73.975683,3,4,3968,14,0,6,14,14,22,64,0,24,1,1,1,1,147
1045832,0,,10021,0,,MN31,40.766853,-73.955026,1,1,3957,3,0,7,3,3,150.5,271,0,9,1,1,1,1,407
1013599,0,,10018,0,,MN13,40.754002,-73.992547,1,1,3937,4,0,143,4,4,83,87,1,21,15,10,1,3,196
1030358,0,,10023,0,107,MN14,40.776773,-73.982987,1,2,2234,5,0,24,5,5,80.0,90,0,11,6,6,1,3,443
1040116,0,,10022,0,106,MN19,40.754108,-73.965971,2,2,3963,2,0,7,2,2,28,28,0,34,30,21,1,3,687
1080085,0,,10003,0,,MN23,40.727919,-73.992647,1,1,3962,7,0,2,7,7,56.5,86,0,24,18,13,1,3,812
1087948,0,,10011,0,,MN13,40.744418,-73.999534,1,1,3944,2,0,21,2,2,247,247,0,25,19,16,1,3,525
1035471,0,,10022,0,105,MN17,40.758708,-73.974956,1,2,3948,8,0,23,8,8,33,87,0,19,14,12,1,3,113
1038770,0,,10017,0,106,MN19,40.752147,-73.969834,1,1,3955,4,0,23,4,4,36,250,0,21,13,9,1,3,568
1083138,0,,10011,0,,MN23,40.734548,-73.995219,1,1,3959,3,0,14,3,3,148.5,275,0,23,13,10,1,3,1093
1046831,0,,10028,1,,MN40,40.780196,-73.958776,1,1,3936,4,0,21,4,4,53,236,0,22,16,14,1,3,679
1015989,0,,10018,0,105,MN17,40.751766,-73.984628,2,2,3947,1,0,28,1,1,,,0,46,38,28,1,3,624
1089377,1,B_doh0710_expected,10075,1,108,MN40,40.775139,-73.959316,1,1,3970,5,0,14,5,5,74.5,82,0,30,25,18,1,3,140
1037546,0,,10017,0,106,MN19,40.750249,-73.973256,1,1,3961,6,0,17,6,6,77,84,0,19,15,10,1,3,191
1049916,0,,10028,1,,MN32,40.776028,-73.952651,1,1,3948,1,0,15,1,1,,,0,36,29,23,1,3,574
1014670,0,,10011,0,104,MN13,40.740401,-73.996341,1,1,2814,1,0,22,1,1,,,0,16,7,5,1,3,1071
1087732,0,,10024,0,,MN12,40.789563,-73.974847,1,1,3936,2,0,22,2,2,219,219,0,21,15,9,1,3,413
1003795,0,,10002,0,103,MN27,40.714822,-73.991938,2,2,2178,5,0,2,5,5,28.0,212,0,17,9,5,1,3,1064
1077439,0,,10038,0,103,MN27,40.713131,-74.000231,1,1,3955,5,0,15,5,5,27.0,255,0,28,18,13,1,3,295
1085972,0,,10017,0,105,MN20,40.752229,-73.979712,1,1,3971,5,0,8,5,5,83.0,85,0,11,4,4,1,1,841
1090460,0,,10036,0,104,MN15,40.761398,-73.997322,2,2,2962,5,0,8,5,5,82.5,88,0,26,22,11,1,3,786
1027095,0,,10036,0,,MN15,40.762308,-73.998798,1,1,3963,2,0,46,2,2,90,90,0,30,24,18,1,3,840
1041086,0,,10065,0,108,MN40,40.76649,-73.967199,1,1,3969,8,0,22,8,8,22,90,0,15,10,5,1,2,869
1016075,0,,10003,0,,MN13,40.736521,-73.991185,1,2,3948,5,0,17,5,5,52.0,202,0,61,53,36,1,3,1093
1061124,0,,10031,0,109,MN04,40.823723,-73.944021,1,2,3950,5,0,13,5,5,65.0,190,0,24,19,15,1,3,472
1087081,0,,10012,0,,MN24,40.721735,-73.998102,1,1,3954,5,0,31,5,5,88.0,90,0,18,11,7,1,3,868
1035725,0,,10022,0,,MN17,40.76039,-73.975187,1,1,3962,3,0,13,3,3,145.0,261,0,20,14,9,1,3,1099
1046802,1,D_added_by0716,10028,1,,MN40,40.779212,-73.960368,2,2,3878,9,0,15,9,9,18.0,127,0,57,41,28,1,3,140
1091887,0,,10036,0,105,MN17,40.754414,-73.980213,1,1,309,7,0,17,7,7,45.5,90,0,1,0,0,0,0,273
1086104,0,,10014,0,,MN23,40.730875,-74.009807,1,1,3955,5,0,21,5,5,74.5,83,0,13,6,5,1,3,392
1016035,0,,10018,0,,MN17,40.752865,-73.984754,2,2,3958,2,0,290,2,2,21,21,1,29,14,10,1,3,555
1082350,0,,10027,0,109,MN09,40.809892,-73.963811,1,1,3023,3,0,16,3,3,20.0,29,0,11,1,1,1,1,147
1019483,0,,10016,0,106,MN20,40.748973,-73.975783,2,2,3944,3,0,23,3,3,55.5,84,0,48,31,23,1,3,162
1090706,0,,10017,0,106,MN19,40.754434,-73.973287,1,1,799,4,0,21,4,4,57,209,0,0,0,0,0,0,
1088222,0,,10013,0,,MN24,40.717165,-74.002478,1,1,3964,7,0,13,7,7,33.0,180,0,29,25,17,1,3,357
1090587,0,,10013,0,102,MN24,40.72007,-74.00132,1,1,3958,1,0,31,1,1,,,0,21,8,5,1,3,205
1001235,0,,10007,0,,MN24,40.712049,-74.009526,1,1,3955,1,0,23,1,1,,,0,13,8,4,1,2,204
1036207,0,,10017,0,106,MN19,40.753715,-73.972309,1,1,3965,6,0,17,6,6,61,88,0,25,17,13,1,3,113
1038655,0,,10017,0,106,MN19,40.748576,-73.97077,1,1,3949,4,0,24,4,4,40,225,0,16,9,5,1,3,1086
1028679,0,,10023,0,107,MN14,40.777938,-73.976007,1,1,3943,2,0,16,2,2,28,28,0,17,12,9,1,3,384
1058657,0,,10027,0,110,MN11,40.809456,-73.949462,1,1,1403,5,0,22,5,5,67.5,90,0,16,14,10,1,3,338
1088405,0,,10013,0,,MN24,40.722589,-74.00487,1,1,3962,6,0,3,6,6,70,90,0,32,27,18,1,3,176
1090147,0,,10022,0,106,MN19,40.75556,-73.964934,1,1,3941,5,0,14,5,5,65.0,169,0,29,22,15,1,3,707
1009138,0,,10003,0,102,MN23,40.732896,-73.992343,1,1,3955,5,0,8,5,5,60.5,181,0,30,26,18,1,3,1108
1035440,0,,10017,0,,MN17,40.756624,-73.975546,2,2,3961,8,0,7,8,8,41,88,0,19,5,4,1,2,128
1078756,0,,10016,0,106,MN20,40.744184,-73.979253,2,2,3962,5,0,9,5,5,14.0,280,0,62,47,32,1,3,148
1070362,0,,10023,0,107,MN14,40.775601,-73.982149,1,1,805,5,0,17,5,5,64.5,169,0,8,3,1,1,2,772
1041077,0,,10065,0,108,MN40,40.766933,-73.968978,1,1,3009,6,0,14,6,6,20,186,0,20,13,10,1,3,1115
1036145,0,,10017,0,105,MN20,40.750422,-73.9768,1,2,3962,3,0,29,3,3,143.0,251,0,9,0,0,0,0,1091
1089843,0,,10010,0,106,MN21,40.738445,-73.982271,1,1,3886,9,0,8,9,9,19.0,216,0,11,5,3,1,2,399
1048063,1,A_doh0710_complete,10128,1,,MN40,40.780472,-73.954442,1,1,3942,4,0,9,4,4,14,303,0,19,8,4,1,2,679
1034856,0,,10019,0,105,MN17,40.762609,-73.977146,2,2,3941,8,0,6,8,8,42,90,0,59,45,27,1,3,884
1088184,0,,10011,0,,MN13,40.744991,-74.002887,1,2,3935,5,0,15,5,5,81.5,89,0,23,16,9,1,2,118
1001021,0,,10005,0,,MN25,40.707769,-74.009125,1,1,3942,7,0,23,7,7,56.0,87,0,16,8,6,1,3,904
1016260,0,,10010,0,105,MN13,40.74029,-73.988712,1,1,3950,4,0,6,4,4,31,245,0,29,23,14,1,3,405
1087837,0,,10027,0,110,MN03,40.812226,-73.945934,1,1,770,4,0,14,4,4,90,191,0,5,5,5,1,3,329
1007197,0,,10012,0,102,MN24,40.721569,-73.997348,2,2,3944,6,0,27,6,6,29,196,0,44,33,24,1,3,415
1081163,0,,10022,0,105,MN19,40.760458,-73.970151,1,2,3970,4,0,6,4,4,28,53,0,14,7,5,1,3,479
1034821,0,,10019,0,105,MN17,40.762241,-73.976269,1,1,3521,8,0,6,8,8,59,71,0,22,15,13,1,3,177
1076145,0,,,0,,MN13,40.74046,-73.993364,1,1,3934,5,0,36,5,5,77.5,90,0,18,12,8,1,3,875
1030897,0,,10024,0,107,MN12,40.782929,-73.980573,1,1,3958,5,0,17,5,5,52.5,77,0,32,29,18,1,3,882
1081034,0,,10023,0,107,MN14,40.778933,-73.982423,1,1,3955,6,0,27,6,6,56,88,0,23,19,16,1,3,584
1008780,0,,10003,0,102,MN23,40.727637,-73.991301,1,1,3944,6,0,21,6,6,84,85,0,13,5,4,1,3,905
1016884,0,,10016,0,,MN13,40.744211,-73.987243,1,1,3968,9,0,23,9,9,29.0,83,0,41,31,20,1,3,622
1051349,1,A_doh0710_complete,10128,1,108,MN32,40.776494,-73.943645,1,1,3944,4,0,23,4,4,28,278,0,23,10,8,1,3,570
1087639,0,,10023,0,,MN14,40.771747,-73.988241,1,1,3927,6,0,22,6,6,64,88,0,21,14,11,1,3,177
1046268,0,,10021,0,108,MN31,40.766307,-73.952455,1,2,3962,5,0,23,5,5,88.5,90,0,21,17,10,1,3,132
1078985,0,,10004,0,101,MN25,40.706014,-74.011333,2,2,3955,10,0,14,10,10,33,77,0,30,18,12,1,3,122
1024828,0,,10019,0,105,MN17,40.762632,-73.982146,1,1,3961,6,0,24,6,6,72,90,0,15,7,5,1,3,890
1008904,0,,10011,0,102,MN23,40.732079,-74.000022,1,1,3947,6,0,16,6,6,72,83,0,41,38,21,1,3,804
1034223,0,,10036,0,105,MN17,40.755237,-73.981014,1,1,3941,6,0,24,6,6,77,84,0,32,30,20,1,3,807
1038624,0,,10022,0,106,MN19,40.76066,-73.966404,1,1,3296,3,0,9,3,3,154.5,287,0,43,34,24,1,3,499
1088609,0,,10031,0,,MN06,40.816416,-73.951155,1,1,3956,4,0,113,4,4,21,84,1,29,19,0,1,3,338
1030095,0,,10023,0,,MN12,40.780224,-73.98,1,1,3905,5,0,22,5,5,76.5,86,0,40,39,25,1,3,595
1087756,0,,10038,0,,MN25,40.711396,-74.005905,1,1,3914,6,0,5,6,6,75,90,0,24,17,11,1,3,192
1045942,0,,10021,0,108,MN31,40.770125,-73.953521,1,1,2603,3,0,21,3,3,152.0,276,0,10,1,1,1,1,570
1001381,0,,10038,0,101,MN25,40.708388,-74.001634,1,1,1043,4,0,27,4,4,16,274,0,33,30,18,1,3,631
1071457,0,,,0,,MN19,40.759005,-73.971527,1,2,3965,5,0,14,5,5,88.5,90,0,24,19,12,1,3,877
1036206,0,,10017,0,106,MN19,40.754237,-73.973994,2,2,3965,9,0,14,9,9,31.0,83,0,53,40,30,1,3,114
1051717,1,D_added_by0716,10029,0,,MN33,40.786844,-73.951744,1,1,3958,2,0,30,2,2,280,280,0,20,14,8,1,2,505
1088869,0,,10023,0,107,MN14,40.7722,-73.990902,1,1,3275,4,0,17,4,4,83,84,0,9,0,0,0,0,477
1086067,0,,10011,0,,MN13,40.740762,-73.998481,1,1,3965,2,0,8,2,2,29,29,0,30,22,12,1,3,274
1046823,0,,10028,1,108,MN40,40.779297,-73.957851,1,2,3012,6,0,23,6,6,48,89,0,15,10,9,1,3,140
1090574,0,,10016,0,106,MN20,40.743598,-73.973103,1,1,3177,5,0,22,5,5,77.5,90,0,10,3,2,1,2,926
1086085,0,,10044,0,108,MN31,40.769166,-73.943363,1,1,3941,3,0,8,3,3,32.5,38,0,17,10,8,1,3,365
1019831,0,,10010,0,106,MN20,40.739677,-73.981167,1,1,3955,2,0,17,2,2,19,19,0,28,20,11,1,3,392
1013540,0,,10001,0,,MN13,40.751088,-73.997326,1,1,3961,4,0,28,4,4,90,196,0,13,7,4,1,3,1261
1012314,0,,10011,0,104,MN13,40.747471,-74.00576,1,1,610,3,0,8,3,3,29.0,30,0,7,7,7,1,2,203
1013558,0,,10001,0,104,MN13,40.752645,-73.994535,1,4,3948,5,0,9,5,5,70.5,90,0,17,10,8,1,3,912
1042800,0,,10021,0,108,MN40,40.770121,-73.963594,1,1,3962,3,0,16,3,3,153.5,286,0,12,2,2,1,2,266
1050870,1,C_added_complete,10075,1,108,MN32,40.771842,-73.949383,1,1,3937,3,0,15,3,3,160.5,293,0,33,22,14,1,3,224
1087754,0,,10025,0,,MN09,40.802367,-73.961691,1,1,3962,4,0,8,4,4,88,88,0,28,24,18,1,3,875
1007052,0,,10013,0,102,MN24,40.721618,-74.001118,1,1,3961,1,0,21,1,1,,,0,32,25,15,1,3,1066
1088996,0,,10011,0,104,MN13,40.746208,-74.005229,1,2,3264,6,0,15,6,6,27,185,0,57,53,32,1,3,1087
1058640,0,,10027,0,,MN11,40.808746,-73.948929,1,2,3956,5,0,3,5,5,14.0,304,0,29,19,13,1,3,338
1026905,0,,10036,0,104,MN13,40.759065,-73.996199,1,1,3228,4,0,21,4,4,77,219,0,21,15,11,1,3,429
1079072,0,,10038,0,101,MN25,40.711386,-74.006666,1,2,3282,9,0,21,9,9,21.0,89,0,34,23,16,1,3,253
1034818,0,,10019,0,105,MN17,40.762494,-73.976868,2,2,3937,5,0,10,5,5,44.5,200,0,40,17,10,1,3,220
1018106,0,,10010,0,106,MN21,40.740693,-73.983573,1,1,3947,4,0,10,4,4,34,252,0,33,25,16,1,3,461
1087272,0,,10035,0,111,MN34,40.800823,-73.937925,1,1,1830,2,0,8,2,2,28,28,0,30,23,17,1,3,574
1014736,0,,10011,0,,MN13,40.741453,-73.995731,1,1,3962,5,0,22,5,5,65.0,137,0,30,23,16,1,3,486
1045285,0,,10065,0,,MN31,40.760239,-73.959004,1,3,3968,4,0,16,4,4,35,40,0,12,2,1,1,2,456
1090384,0,,10028,1,108,MN32,40.77127,-73.947452,1,1,3304,4,0,2,4,4,60,86,0,12,8,4,1,2,513
1078995,0,,10004,0,,MN25,40.704789,-74.01003,1,1,3958,1,0,23,1,1,,,0,32,26,18,1,3,177
1035780,0,,10022,0,105,MN17,40.761389,-73.970919,2,2,3975,9,0,30,9,9,30.5,83,0,45,29,23,1,3,188
1046722,0,,10028,1,108,MN40,40.778469,-73.961206,1,1,3754,2,0,23,2,2,18,18,0,23,17,10,1,3,590
1081677,0,,10016,0,,MN20,40.741578,-73.977449,1,1,3962,4,0,27,4,4,29,210,0,13,2,2,1,2,546
1090631,0,,10018,0,105,MN17,40.751395,-73.983755,1,1,2570,2,0,22,2,2,30,30,0,6,0,0,0,0,506
1086510,0,,10007,0,101,MN24,40.713304,-74.011691,1,1,3950,5,0,22,5,5,66.5,88,0,10,1,0,1,1,842
1087742,0,,10128,1,108,MN32,40.776028,-73.943978,1,1,3958,6,0,7,6,6,61,90,0,15,10,7,1,3,877
1090691,0,,10017,0,105,MN17,40.756971,-73.977408,1,2,1777,5,0,21,5,5,86.0,89,0,6,0,0,0,0,924
1087747,0,,10022,0,106,MN19,40.757213,-73.968265,1,2,3958,3,0,23,3,3,132.0,235,0,25,20,16,1,3,478
1018013,0,,10010,0,105,MN21,40.73903,-73.985681,1,1,2814,3,0,15,3,3,34.0,40,0,9,0,0,0,0,835
1062989,0,,10032,0,,MN36,40.839757,-73.939364,1,1,3955,4,0,9,4,4,90,203,0,16,11,6,1,3,308
1087954,0,,10004,0,,MN25,40.705368,-74.010359,1,1,3968,5,0,10,5,5,60.5,175,0,21,15,8,1,3,1254
1007984,0,,10012,0,102,MN24,40.724841,-73.998997,1,1,3235,4,0,52,4,4,88,90,0,7,1,1,1,1,910
1035724,0,,10022,0,,MN17,40.760538,-73.975342,1,1,3941,7,0,3,7,7,55.0,87,0,10,3,3,1,1,112
1038593,0,,10022,0,,MN19,40.759081,-73.965878,2,2,3958,7,0,2,7,7,38.5,88,0,83,71,0,1,3,324
1027472,0,,10023,0,,MN14,40.771515,-73.981407,1,1,3531,2,0,8,2,2,26,26,0,25,17,11,1,3,185
1087628,0,,10016,0,106,MN20,40.746273,-73.979411,1,2,3954,2,0,17,2,2,28,28,0,15,4,3,1,3,455
1034519,0,,10019,0,105,MN17,40.760408,-73.977753,1,1,3452,4,0,24,4,4,35,258,0,29,25,17,1,3,1563
1014459,0,,10018,0,105,MN17,40.752985,-73.989186,1,1,3258,2,0,22,2,2,246,246,0,37,32,23,1,3,896
1008059,0,,10012,0,102,MN24,40.727102,-74.002915,1,1,975,6,0,2,6,6,57,83,0,5,2,2,1,2,206
1080606,0,,10018,0,105,MN17,40.751299,-73.987656,1,1,3975,5,0,20,5,5,76.0,86,0,14,8,5,1,3,889
1076323,0,,10075,1,108,MN40,40.77685,-73.961258,1,1,3956,4,0,21,4,4,29,255,0,26,20,16,1,3,434
1016251,0,,,0,,MN13,40.739301,-73.98768,1,1,3962,9,0,13,9,9,15.5,184,0,20,14,8,1,3,429
1034800,0,,10019,0,105,MN17,40.761245,-73.975854,1,1,3965,5,0,14,5,5,50.5,88,0,22,17,11,1,3,231
1042609,0,,10021,0,108,MN40,40.768806,-73.964367,1,1,3703,3,0,8,3,3,32.5,38,0,8,0,0,0,0,492
1085969,0,,10019,0,105,MN17,40.765146,-73.979199,2,2,3964,8,0,21,8,8,22,147,0,46,32,24,1,3,511
1008788,0,,10003,0,103,MN22,40.72885,-73.990161,1,1,3969,4,0,21,4,4,40,169,0,20,13,8,1,3,121
1085568,0,,10282,0,101,MN25,40.71666,-74.013542,1,1,3958,2,0,20,2,2,29,29,0,31,21,0,1,3,296
1015919,0,,10018,0,,MN17,40.75126,-73.986281,1,1,2661,5,0,2,5,5,66.5,90,0,17,10,5,1,3,889
1078691,0,,10011,0,,MN13,40.737397,-73.996161,1,1,3968,3,0,20,3,3,152.5,276,0,14,6,4,1,3,1106
1031972,0,,10024,0,,MN12,40.783141,-73.975612,1,1,3920,1,0,24,1,1,,,0,16,10,5,1,2,415
1090946,0,,10013,0,103,MN27,40.715755,-73.996378,1,1,3200,6,0,9,6,6,83,89,0,23,18,11,1,3,1016
1002167,0,,10013,0,101,MN24,40.719848,-74.007486,1,1,3969,5,0,22,5,5,44.0,190,0,13,6,3,1,3,388
1087705,0,,10069,0,,MN14,40.775702,-73.989486,1,1,3964,7,0,16,7,7,65.5,83,0,20,9,5,1,3,574
1053528,0,,10027,0,110,MN11,40.808158,-73.945186,1,1,3522,2,0,21,2,2,28,28,0,25,22,16,1,3,330
1002813,0,,10013,0,101,MN24,40.720578,-74.010112,1,1,3950,7,0,21,7,7,26.0,148,0,13,4,4,1,2,863
1051485,0,,10029,0,111,MN33,40.788751,-73.953032,1,1,3974,7,0,2,7,7,59.5,84,0,9,2,2,1,1,561
1088175,0,,10019,0,104,MN15,40.769291,-73.986909,1,1,3942,5,0,30,5,5,66.5,112,0,22,16,12,1,3,371
1035255,0,,,0,,MN17,40.764836,-73.974936,1,1,3970,3,0,24,3,3,154.0,282,0,11,6,5,1,3,372
1016155,0,,10003,0,,MN13,40.739046,-73.990899,1,1,3957,6,0,23,6,6,36,87,0,32,27,17,1,3,826
1079215,0,,10007,0,101,MN24,40.71441,-74.006089,2,2,3977,9,0,3,9,9,22.0,85,0,51,32,0,1,3,286
1045916,0,,10021,0,108,MN31,40.769648,-73.954637,1,1,3605,6,0,21,6,6,86,88,0,25,17,12,1,3,162
1001289,0,,10038,0,101,MN25,40.710345,-74.004007,2,4,3977,2,0,28,2,2,28,28,0,52,32,0,1,3,296
1090301,0,,10044,0,8,MN31,40.755943,-73.955567,1,1,2130,3,0,280,3,3,29.5,38,1,4,0,0,0,0,1239
1087769,0,,10010,0,105,MN13,40.740282,-73.988651,1,1,3958,3,0,22,3,3,76.0,137,0,23,13,8,1,3,177
1087205,0,,10011,0,104,MN13,40.744932,-73.995604,1,1,3975,4,0,9,4,4,29,272,0,24,17,10,1,3,1087
1087630,0,,10021,0,108,MN31,40.768645,-73.951934,1,1,3936,4,0,15,4,4,49,182,0,23,14,10,1,2,412
1090143,0,,10019,0,104,MN15,40.7665,-73.992217,1,2,3342,7,0,7,7,7,56.0,86,0,13,5,4,1,3,532
1000872,0,,10005,0,101,MN25,40.704631,-74.006694,1,1,3948,2,0,6,2,2,30,30,0,17,11,8,1,3,868
1067852,0,,,0,,MN23,40.739727,-74.003995,1,1,3948,3,0,16,3,3,154.0,281,0,15,9,6,1,3,426
1081578,0,,10025,0,,MN12,40.797879,-73.960773,1,1,3944,5,0,15,5,5,57.0,188,0,18,11,6,1,3,996
1038651,0,,10017,0,,MN19,40.749174,-73.97204,1,1,3933,6,0,17,6,6,77,85,0,47,38,27,1,3,584
1004055,0,,10002,0,103,MN28,40.714363,-73.986577,1,1,1364,5,0,22,5,5,69.5,87,0,3,1,1,1,1,119
1036056,0,,10022,0,105,MN17,40.762669,-73.973262,1,1,3957,6,0,10,6,6,88,90,0,6,0,0,0,0,903
1036156,0,,10174,0,106,MN19,40.751816,-73.97576,1,1,3945,4,0,24,4,4,29,190,0,10,4,3,1,3,395
1035464,0,,10022,0,105,MN17,40.757443,-73.973798,1,1,3963,6,0,14,6,6,82,86,0,14,5,3,1,2,177
1011236,0,,10014,0,102,MN23,40.734799,-74.004803,1,1,3230,5,0,16,5,5,61.0,180,0,46,41,29,1,3,360
1044873,0,,10021,0,108,MN31,40.768425,-73.957505,1,2,3961,4,0,27,4,4,90,198,0,38,35,25,1,3,448
1088852,0,,10036,0,104,MN15,40.764211,-73.994553,1,1,1072,4,0,23,4,4,40,191,0,4,0,0,0,0,197
1034103,0,,10025,0,107,MN12,40.792787,-73.975326,2,2,3230,3,0,17,3,3,154.0,281,0,46,30,20,1,3,983
1014485,0,,10018,0,,MN17,40.754104,-73.988872,2,2,3949,3,0,210,3,3,50.0,79,1,43,32,26,1,3,168
1083890,0,,10021,0,108,MN40,40.770134,-73.96367,1,1,3895,4,0,31,4,4,90,147,0,41,34,24,1,3,371
1088481,0,,10025,0,,MN12,40.793826,-73.966478,1,1,3913,1,0,87,1,1,,,0,39,32,22,1,3,468
1040805,0,,10065,0,108,MN40,40.763683,-73.969243,1,1,2814,4,0,50,4,4,82,134,0,5,0,0,0,0,869
1088713,0,,10016,0,106,MN20,40.749245,-73.977634,1,1,3955,4,0,23,4,4,52,187,0,20,13,6,1,2,490
1028168,0,,10023,0,107,MN14,40.772878,-73.979865,1,1,745,5,0,2,5,5,75.0,88,0,1,0,0,0,0,429
1091667,0,,10002,0,103,MN27,40.719107,-73.994527,1,1,1050,5,0,24,5,5,84.5,90,0,9,5,5,1,3,112
1015846,0,,10001,0,,MN17,40.748065,-73.986964,1,1,3957,7,0,2,7,7,56.5,84,0,22,13,8,1,3,846
1023449,0,,10019,0,,MN17,40.76501,-73.979921,1,1,3970,5,0,50,5,5,83.0,85,0,26,15,0,1,3,351
1077363,0,,10019,0,,MN17,40.762294,-73.975103,1,1,3963,5,0,7,5,5,84.0,132,0,14,6,5,1,3,891
1087268,0,,10036,0,105,MN17,40.755221,-73.983848,2,6,3965,11,0,21,11,11,21.5,72,0,16,5,4,1,3,112
1089585,0,,10032,0,,MN36,40.840099,-73.938294,2,2,3955,6,0,9,6,6,50,173,0,34,26,21,1,3,499
1087663,0,,10013,0,102,MN24,40.718849,-73.995956,1,1,3949,4,0,14,4,4,31,186,0,30,20,13,1,3,944
1088703,0,,10027,0,109,MN09,40.809627,-73.959895,1,1,3970,2,0,147,2,2,176,176,1,28,22,16,1,3,212
1036161,0,,10017,0,,MN19,40.751356,-73.97462,2,8,3968,5,0,24,5,5,87.0,94,0,16,0,0,0,0,615
1022624,0,,10036,0,05,MN17,40.757674,-73.985121,1,2,2466,0,1,,0,0,,,1,16,9,3,1,3,457
1002840,0,,10013,0,101,MN24,40.722702,-74.008994,1,1,3740,6,0,24,6,6,28,174,0,13,6,4,1,3,475
1089936,0,,10027,0,109,MN06,40.816987,-73.958475,1,2,3942,2,0,240,2,2,90,90,1,15,8,4,1,2,888
1078940,0,,10002,0,103,MN28,40.7113,-73.983761,1,1,3975,3,0,16,3,3,157.5,287,0,25,20,12,1,2,426
1081243,0,,10021,0,108,MN31,40.770098,-73.95346,1,1,2603,4,0,21,4,4,28,259,0,27,16,12,1,3,573
1022676,0,,10036,0,105,MN17,40.758671,-73.983341,1,1,3964,1,0,295,1,1,,,1,14,7,5,1,3,503
1035334,0,,10017,0,105,MN20,40.751866,-73.979124,2,7,3971,11,0,2,11,11,16.5,79,0,36,22,18,1,3,988
1001389,0,,10038,0,101,MN27,40.7102,-74.001125,1,5,3956,5,0,21,5,5,85.5,89,0,13,5,4,1,3,889
1087131,0,,10065,0,,MN31,40.762076,-73.956796,3,3,3970,5,0,29,5,5,58.5,168,0,52,31,20,1,3,477
1091739,0,,10037,0,110,MN03,40.814597,-73.938039,1,4,336,30,0,16,30,30,7,88,0,6,6,0,1,2,329
1036224,0,,10017,0,,MN19,40.755745,-73.973492,1,2,3958,6,0,7,6,6,56,84,0,9,3,2,1,3,538
1089891,0,,10002,0,03,MN28,40.716868,-73.986065,1,1,2022,7,0,13,7,7,49.5,89,0,8,0,0,0,0,113
1036082,0,,10153,0,,MN17,40.763609,-73.972435,2,9,3963,6,0,7,6,6,77,89,0,42,32,24,1,3,161
1001833,0,,10013,0,101,MN24,40.71631,-74.001277,1,1,3977,3,0,3,3,3,28.0,28,0,20,9,0,1,2,395
1034816,0,,10019,0,105,MN17,40.761632,-73.976774,1,1,2907,5,0,8,5,5,56.0,197,0,24,18,10,1,2,491
1032491,0,,10024,0,107,MN12,40.790635,-73.97212,1,1,3716,1,0,21,1,1,,,0,21,18,12,1,3,413
